entry_id,contest_id,contest_name,entry_fee,P,C/1B,2B,3B,SS,OF,OF,OF,UTIL,"","Instructions"
"3672245601","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"3672245602","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"3672245604","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"3672245607","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","4) You can not use this form to create new entries"
"3672245609","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","",""
"3672245611","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
"","","","","","","","","","","","","","",127566-83173:Jose Trevino,127566-83173,C,Jose,Jose Trevino,Trevino,5.547872340425532,94,2200,BOS@CIN,CIN,BOS,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-146668:Nick Yorke,127566-146668,2B,Nick,Nick Yorke,Yorke,5.972726995294744,22,2200,PIT@NYM,PIT,NYM,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-70898:Adam Frazier,127566-70898,2B/3B/OF,Adam,Adam Frazier,Frazier,6.720895340193564,134,2200,LAA@HOU,LAA,HOU,,,,,,2B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-79119:Will Benson,127566-79119,OF,Will,Will Benson,Benson,6.68901112315419,91,2200,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-181596:Jose Fermin,127566-181596,2B/3B/OF,Jose,Jose Fermin,Fermin,5.383333333333334,30,2200,TB@STL,STL,TB,,,,,,2B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-79263:Leody Taveras,127566-79263,OF,Leody,Leody Taveras,Taveras,5.622413898336476,58,2200,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-181813:David Hamilton,127566-181813,SS/2B,David,David Hamilton,Hamilton,5.537362570291037,91,2200,CWS@MIL,MIL,CWS,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-163671:Jose Tena,127566-163671,3B,Jose,Jose Tena,Tena,6.895999755859375,50,2200,WSH@CHC,WSH,CHC,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-163668:Richie Palacios,127566-163668,OF/2B/3B,Richie,Richie Palacios,Palacios,8.147058823529411,17,2200,TB@STL,TB,STL,,,,,,2B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-165730:Drew Millas,127566-165730,C,Drew,Drew Millas,Millas,7.427777608235677,18,2200,WSH@CHC,WSH,CHC,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-163691:James Outman,127566-163691,OF,James,James Outman,Outman,4.733898098185911,59,2200,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102406:Vidal Brujan,127566-102406,2B/SS/3B/OF,Vidal,Vidal Brujan,Brujan,3.06229513199603,61,2100,PIT@NYM,NYM,PIT,,,,,,2B/3B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-135216:Chas McCormick,127566-135216,OF,Chas,Chas McCormick,McCormick,2.8500000924775093,66,2100,WSH@CHC,CHC,WSH,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-135284:Riley Adams,127566-135284,C,Riley,Riley Adams,Adams,5.961445636059865,83,2100,WSH@CHC,WSH,CHC,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-102537:Everson Pereira,127566-102537,OF,Everson,Everson Pereira,Pereira,5.713043212890625,23,2100,CWS@MIL,CWS,MIL,,,,,7,OF/UTIL
"","","","","","","","","","","","","","",127566-192649:Weston Wilson,127566-192649,OF/1B,Weston,Weston Wilson,Wilson,4.93859649122807,57,2100,MIN@BAL,BAL,MIN,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-135308:Robert Hassell III,127566-135308,OF,Robert,Robert Hassell III,Hassell III,5.2914284842354915,70,2100,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-184480:Cesar Salazar,127566-184480,C,Cesar,Cesar Salazar,Salazar,1.9545454545454546,11,2100,LAA@HOU,HOU,LAA,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-209179:Will Wagner,127566-209179,1B/2B/3B,Will,Will Wagner,Wagner,4.427272727272728,55,2100,DET@SD,SD,DET,IL,Oblique,,,,C/1B/2B/3B/UTIL
"","","","","","","","","","","","","","",127566-219667:Jhostynxon Garcia,127566-219667,OF,Jhostynxon,Jhostynxon Garcia,Garcia,2.4,5,2100,PIT@NYM,PIT,NYM,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119346:Korey Lee,127566-119346,C,Korey,Korey Lee,Lee,3.826923076923077,26,2100,CWS@MIL,CWS,MIL,,,,,0,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119390:Kevin Alcantara,127566-119390,OF,Kevin,Kevin Alcantara,Alcantara,3.089999961853027,10,2100,WSH@CHC,CHC,WSH,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119401:Rafael Marchan,127566-119401,C,Rafael,Rafael Marchan,Marchan,4.840476263137091,42,2100,TEX@PHI,PHI,TEX,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119408:Jihwan Bae,127566-119408,2B/OF,Jihwan,Jihwan Bae,Bae,4.215384556696965,13,2100,PIT@NYM,NYM,PIT,,,,,,2B/OF/UTIL
"","","","","","","","","","","","","","",127566-164502:Vaughn Grissom,127566-164502,SS/2B,Vaughn,Vaughn Grissom,Grissom,4.787878787878788,33,2100,LAA@HOU,LAA,HOU,IL,Wrist,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-119634:Liover Peguero,127566-119634,SS/2B,Liover,Liover Peguero,Peguero,5.812121304598722,33,2100,TEX@PHI,PHI,TEX,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-240549:Sung-Mun Song,127566-240549,3B,Sung-Mun,Sung-Mun Song,Song,,0,2100,DET@SD,SD,DET,IL,Oblique,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-211906:Thomas Saggese,127566-211906,3B/2B/SS,Thomas,Thomas Saggese,Saggese,6.323170731707317,82,2100,TB@STL,STL,TB,,,,,,2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-52182:Reese McGuire,127566-52182,C,Reese,Reese McGuire,McGuire,7.275555419921875,45,2100,CWS@MIL,CWS,MIL,,,,,0,C/1B/UTIL
"","","","","","","","","","","","","","",127566-21666:Mark Canha,127566-21666,OF/1B,Mark,Mark Canha,Canha,3.691304414168648,46,2100,TEX@PHI,TEX,PHI,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-60636:Derek Hill,127566-60636,OF,Derek,Derek Hill,Hill,5.4263155753152414,57,2100,CWS@MIL,CWS,MIL,,,,,0,OF/UTIL
"","","","","","","","","","","","","","",127566-197915:Hunter Feduccia,127566-197915,C,Hunter,Hunter Feduccia,Feduccia,3.9210526315789473,38,2100,TB@STL,TB,STL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-79128:Garrett Stubbs,127566-79128,C,Garrett,Garrett Stubbs,Stubbs,1.2800000190734864,5,2100,TEX@PHI,PHI,TEX,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-197974:Jace Jung,127566-197974,3B,Jace,Jace Jung,Jung,3.576190403529576,21,2100,DET@SD,DET,SD,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-181642:Enmanuel Valdez,127566-181642,2B/OF/1B,Enmanuel,Enmanuel Valdez,Valdez,6.335483674080141,31,2100,PIT@NYM,PIT,NYM,,,,,,C/1B/2B/OF/UTIL
"","","","","","","","","","","","","","",127566-101787:LaMonte Wade Jr.,127566-101787,1B/OF,LaMonte,LaMonte Wade Jr.,Wade Jr.,4.7349998474121096,80,2100,CWS@MIL,CWS,MIL,,,,,0,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-173546:Nate Eaton,127566-173546,OF,Nate,Nate Eaton,Eaton,5.702325510424237,43,2100,BOS@CIN,BOS,CIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-175654:Bryce Johnson,127566-175654,OF,Bryce,Bryce Johnson,Johnson,3.470175492136102,57,2100,DET@SD,SD,DET,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-79400:Dylan Carlson,127566-79400,OF,Dylan,Dylan Carlson,Carlson,5.185542095138366,83,2100,WSH@CHC,CHC,WSH,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-167500:Joey Wiemer,127566-167500,OF,Joey,Joey Wiemer,Wiemer,5.496296070240162,27,2100,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165550:Ryan Kreidler,127566-165550,2B/3B/SS,Ryan,Ryan Kreidler,Kreidler,3.0588235294117645,17,2100,MIN@BAL,MIN,BAL,,,,,,2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-165606:Tyler Black,127566-165606,1B/3B/OF,Tyler,Tyler Black,Black,6.1400001525878904,5,2100,CWS@MIL,MIL,CWS,,,,,,C/1B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-165639:Brandon Lockridge,127566-165639,OF,Brandon,Brandon Lockridge,Lockridge,4.223943576006822,71,2100,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165701:Curtis Mead,127566-165701,3B/2B/1B,Curtis,Curtis Mead,Mead,5.33000013563368,90,2100,CWS@MIL,CWS,MIL,,,,,0,C/1B/2B/3B/UTIL
"","","","","","","","","","","","","","",127566-208716:Zach Dezenzo,127566-208716,1B/OF,Zach,Zach Dezenzo,Dezenzo,6.952940996955423,34,2100,LAA@HOU,HOU,LAA,IL,Elbow,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-159624:Yohel Pozo,127566-159624,C,Yohel,Yohel Pozo,Pozo,4.756716600104944,67,2100,TB@STL,STL,TB,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-102380:Nick Allen,127566-102380,SS,Nick,Nick Allen,Allen,4.506666847511574,135,2100,LAA@HOU,HOU,LAA,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-198658:Ronny Simon,127566-198658,OF/2B,Ronny,Ronny Simon,Simon,5.537037037037037,27,2000,PIT@NYM,PIT,NYM,O,Shoulder,,,,2B/OF/UTIL
"","","","","","","","","","","","","","",127566-81924:Niko Goodrum,127566-81924,2B/OF,Niko,Niko Goodrum,Goodrum,2.3384615091177134,13,2000,PIT@NYM,NYM,PIT,,,,,,2B/OF/UTIL
"","","","","","","","","","","","","","",127566-102409:Nick Schnell,127566-102409,OF,Nick,Nick Schnell,Schnell,,0,2000,DET@SD,SD,DET,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102425:Orelvis Martinez,127566-102425,SS,Orelvis,Orelvis Martinez,Martinez,1.5,2,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-102452:Nelson Velazquez,127566-102452,OF,Nelson,Nelson Velazquez,Velazquez,7.760937690734863,64,2000,TB@STL,STL,TB,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-135227:Jose Rojas,127566-135227,2B,Jose,Jose Rojas,Rojas,,0,2000,PIT@NYM,NYM,PIT,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-135242:P.J. Higgins,127566-135242,C,P.J.,P.J. Higgins,Higgins,0,2,2000,BOS@CIN,CIN,BOS,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-102472:Raynel Delgado,127566-102472,SS,Raynel,Raynel Delgado,Delgado,,0,2000,TB@STL,TB,STL,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-135246:Dominic Fletcher,127566-135246,OF,Dominic,Dominic Fletcher,Fletcher,6.666666666666667,12,2000,PIT@NYM,PIT,NYM,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102499:Bryson Brigman,127566-102499,SS,Bryson,Bryson Brigman,Brigman,,0,2000,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-82021:Tomas Nido,127566-82021,C,Tomas,Tomas Nido,Nido,5.345454476096413,11,2000,DET@SD,DET,SD,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-157797:Bryan De La Cruz,127566-157797,OF,Bryan,Bryan De La Cruz,De La Cruz,3.012500047683716,16,2000,TEX@PHI,PHI,TEX,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102512:Carlos Rodriguez,127566-102512,OF,Carlos,Carlos Rodriguez,Rodriguez,,0,2000,DET@SD,SD,DET,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102519:Andrew Bechtold,127566-102519,3B,Andrew,Andrew Bechtold,Bechtold,,0,2000,TEX@PHI,PHI,TEX,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-102518:Jose Miranda,127566-102518,3B/1B,Jose,Jose Miranda,Miranda,4.241666793823242,12,2000,DET@SD,SD,DET,,,,,,C/1B/3B/UTIL
"","","","","","","","","","","","","","",127566-102521:Josh Breaux,127566-102521,C,Josh,Josh Breaux,Breaux,,0,2000,CWS@MIL,CWS,MIL,,,,,0,C/1B/UTIL
"","","","","","","","","","","","","","",127566-116869:Erick Mejia,127566-116869,SS,Erick,Erick Mejia,Mejia,,0,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-53401:Trey Mancini,127566-53401,1B/OF,Trey,Trey Mancini,Mancini,,0,2000,LAA@HOU,LAA,HOU,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-102584:Tres Barrera,127566-102584,C,Tres,Tres Barrera,Barrera,,0,2000,WSH@CHC,WSH,CHC,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-172216:David Villar,127566-172216,3B/1B,David,David Villar,Villar,5.144444359673394,9,2000,PIT@NYM,NYM,PIT,,,,,,C/1B/3B/UTIL
"","","","","","","","","","","","","","",127566-145611:Oswald Peraza,127566-145611,SS/2B/3B,Oswald,Oswald Peraza,Peraza,4.158490450877063,106,2000,LAA@HOU,LAA,HOU,,,,,,2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-145617:David Garcia,127566-145617,C,David,David Garcia,Garcia,,0,2000,CWS@MIL,MIL,CWS,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-198868:Enrique Bradfield Jr.,127566-198868,OF,Enrique,Enrique Bradfield Jr.,Bradfield Jr.,,0,2000,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-198884:Max Clark,127566-198884,OF,Max,Max Clark,Clark,,0,2000,DET@SD,DET,SD,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-198888:Jacob Melton,127566-198888,OF,Jacob,Jacob Melton,Melton,4.653124809265137,32,2000,TB@STL,TB,STL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-198895:Walker Jenkins,127566-198895,OF,Walker,Walker Jenkins,Jenkins,,0,2000,MIN@BAL,MIN,BAL,O,Hamstring,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-198898:Jett Williams,127566-198898,SS,Jett,Jett Williams,Williams,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-198897:Brock Wilken,127566-198897,3B,Brock,Brock Wilken,Wilken,,0,2000,CWS@MIL,MIL,CWS,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-198902:Ryan Clifford,127566-198902,OF,Ryan,Ryan Clifford,Clifford,,0,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-116994:Donovan Walton,127566-116994,SS,Donovan,Donovan Walton,Walton,4.849999904632568,2,2000,LAA@HOU,LAA,HOU,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-198918:Ethan Salas,127566-198918,C,Ethan,Ethan Salas,Salas,,0,2000,DET@SD,SD,DET,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-213262:Caleb Knight,127566-213262,C,Caleb,Caleb Knight,Knight,,0,2000,WSH@CHC,CHC,WSH,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-198933:Sebastian Walcott,127566-198933,SS,Sebastian,Sebastian Walcott,Walcott,,0,2000,TEX@PHI,TEX,PHI,O,Elbow,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-198932:Xavier Isaac,127566-198932,1B,Xavier,Xavier Isaac,Isaac,,0,2000,TB@STL,TB,STL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-209177:Mickey Gasper,127566-209177,C/2B/1B,Mickey,Mickey Gasper,Gasper,4.522222222222222,45,2000,BOS@CIN,BOS,CIN,,,,,,C/1B/2B/UTIL
"","","","","","","","","","","","","","",127566-194908:Tristan Gray,127566-194908,SS/2B/3B,Tristan,Tristan Gray,Gray,5.810000101725261,30,2000,MIN@BAL,MIN,BAL,,,,,,2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-211306:Darren Baker,127566-211306,2B,Darren,Darren Baker,Baker,3.355555640326606,9,2000,CWS@MIL,CWS,MIL,,,,,0,2B/UTIL
"","","","","","","","","","","","","","",127566-170350:Dairon Blanco,127566-170350,OF,Dairon,Dairon Blanco,Blanco,3.7666668362087674,9,2000,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-211339:Logan Driscoll,127566-211339,C,Logan,Logan Driscoll,Driscoll,3.593333435058594,15,2000,TB@STL,TB,STL,DTD,Ankle,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-180644:Nate Mondou,127566-180644,2B,Nate,Nate Mondou,Mondou,0,1,2000,DET@SD,SD,DET,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-119308:Adam Hall,127566-119308,SS,Adam,Adam Hall,Hall,,0,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-119313:Matthew Lugo,127566-119313,OF,Matthew,Matthew Lugo,Lugo,5.1387097758631555,31,2000,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119314:Ethan Hearn,127566-119314,C,Ethan,Ethan Hearn,Hearn,,0,2000,WSH@CHC,CHC,WSH,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-219664:Matt Koperniak,127566-219664,OF,Matt,Matt Koperniak,Koperniak,,0,2000,TB@STL,STL,TB,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119320:Chase Strumpf,127566-119320,2B,Chase,Chase Strumpf,Strumpf,,0,2000,WSH@CHC,CHC,WSH,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-119325:Tyler Callihan,127566-119325,2B/OF,Tyler,Tyler Callihan,Callihan,1.625,4,2000,PIT@NYM,PIT,NYM,,,,,,2B/OF/UTIL
"","","","","","","","","","","","","","",127566-119327:Ivan Johnson,127566-119327,SS,Ivan,Ivan Johnson,Johnson,,0,2000,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-119326:Rece Hinds,127566-119326,3B/OF,Rece,Rece Hinds,Hinds,4.579999796549479,15,2000,BOS@CIN,CIN,BOS,,,,,,3B/OF/UTIL
"","","","","","","","","","","","","","",127566-158244:Yonny Hernandez,127566-158244,3B/2B,Yonny,Yonny Hernandez,Hernandez,,0,2000,PIT@NYM,NYM,PIT,,,,,,2B/3B/UTIL
"","","","","","","","","","","","","","",127566-119344:Grae Kessinger,127566-119344,SS/2B/3B,Grae,Grae Kessinger,Kessinger,1.0333333015441895,24,2000,PIT@NYM,NYM,PIT,O,Hamstring,,,,2B/3B/SS/UTIL
"","","","","","","","","","","","","","",127566-16951:Anthony Rendon,127566-16951,3B,Anthony,Anthony Rendon,Rendon,7.038596705386513,57,2000,LAA@HOU,LAA,HOU,IL,Hip,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-119354:Kyren Paris,127566-119354,SS/2B/OF,Kyren,Kyren Paris,Paris,7.443181818181818,44,2000,LAA@HOU,LAA,HOU,,,,,,2B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-219704:Ben Cowles,127566-219704,SS,Ben,Ben Cowles,Cowles,,0,2000,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-156226:Pedro Leon,127566-156226,OF,Pedro,Pedro Leon,Leon,3.4571429661342075,7,2000,TEX@PHI,PHI,TEX,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119360:Pablo Abreu,127566-119360,OF,Pablo,Pablo Abreu,Abreu,,0,2000,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-156224:Willie MacIver,127566-156224,C,Willie,Willie MacIver,MacIver,5.996969512014678,33,2000,TEX@PHI,TEX,PHI,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119362:Eduardo Garcia,127566-119362,SS,Eduardo,Eduardo Garcia,Garcia,,0,2000,CWS@MIL,MIL,CWS,DTD,Wrist,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-119370:Will Holland,127566-119370,SS,Will,Will Holland,Holland,,0,2000,MIN@BAL,MIN,BAL,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-82531:Andy Yerzy,127566-82531,C,Andy,Andy Yerzy,Yerzy,,0,2000,TB@STL,STL,TB,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119394:Logan Davidson,127566-119394,SS,Logan,Logan Davidson,Davidson,3.6105262354800574,19,2000,TB@STL,TB,STL,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-119402:Rodolfo Duran,127566-119402,C,Rodolfo,Rodolfo Duran,Duran,,0,2000,DET@SD,SD,DET,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119412:Owen Miller,127566-119412,2B/3B/1B,Owen,Owen Miller,Miller,2.7222222222222223,9,2000,WSH@CHC,CHC,WSH,,,,,,C/1B/2B/3B/UTIL
"","","","","","","","","","","","","","",127566-82563:Garrett Hampson,127566-82563,2B/SS/OF,Garrett,Garrett Hampson,Hampson,2.4887097266412552,62,2000,BOS@CIN,CIN,BOS,,,,,,2B/SS/OF/UTIL
"","","","","","","","","","","","","","",127566-82567:Ryan Vilade,127566-82567,1B/OF,Ryan,Ryan Vilade,Vilade,1.524999976158142,8,2000,TB@STL,TB,STL,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-119432:Greg Jones,127566-119432,SS,Greg,Greg Jones,Jones,2,3,2000,CWS@MIL,MIL,CWS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-119434:Moises Gomez,127566-119434,OF,Moises,Moises Gomez,Gomez,,0,2000,DET@SD,SD,DET,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-176777:Cal Stevenson,127566-176777,OF,Cal,Cal Stevenson,Stevenson,1.9,5,2000,DET@SD,DET,SD,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119439:Sam Huff,127566-119439,C,Sam,Sam Huff,Huff,4.8,20,2000,MIN@BAL,BAL,MIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119440:Davis Wendzel,127566-119440,3B/2B,Davis,Davis Wendzel,Wendzel,1.8714286259242467,28,2000,PIT@NYM,PIT,NYM,,,,,,2B/3B/UTIL
"","","","","","","","","","","","","","",127566-203418:Armando Alvarez,127566-203418,2B/3B/1B/OF,Armando,Armando Alvarez,Alvarez,4.462500095367432,16,2000,MIN@BAL,MIN,BAL,,,,,,C/1B/2B/3B/OF/UTIL
"","","","","","","","","","","","","","",127566-82586:MJ Melendez,127566-82586,OF,MJ,MJ Melendez,Melendez,2.8043478260869565,23,2000,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119450:Jeremy De La Rosa,127566-119450,OF,Jeremy,Jeremy De La Rosa,De La Rosa,,0,2000,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-82589:Nick Pratto,127566-82589,OF/1B,Nick,Nick Pratto,Pratto,0,2,2000,TEX@PHI,TEX,PHI,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-164514:Maikol Hernandez,127566-164514,SS,Maikol,Maikol Hernandez,Hernandez,,0,2000,MIN@BAL,BAL,MIN,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-164518:Tyler McDonough,127566-164518,2B,Tyler,Tyler McDonough,McDonough,,0,2000,BOS@CIN,BOS,CIN,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-164519:Alex Binelas,127566-164519,3B,Alex,Alex Binelas,Binelas,,0,2000,TEX@PHI,PHI,TEX,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-21161:Yolmer Sanchez,127566-21161,2B,Yolmer,Yolmer Sanchez,Sanchez,,0,2000,LAA@HOU,LAA,HOU,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-82602:James Nelson,127566-82602,3B,James,James Nelson,Nelson,,0,2000,LAA@HOU,HOU,LAA,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-164526:Nathan Hickey,127566-164526,C,Nathan,Nathan Hickey,Hickey,,0,2000,BOS@CIN,BOS,CIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-164531:Kevin Made,127566-164531,SS,Kevin,Kevin Made,Made,,0,2000,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-82611:Akil Baddoo,127566-82611,OF,Akil,Akil Baddoo,Baddoo,3.0714285714285716,7,2000,CWS@MIL,MIL,CWS,IL,Quadriceps,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-164528:James Triantos,127566-164528,SS,James,James Triantos,Triantos,,0,2000,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-82613:Thairo Estrada,127566-82613,2B,Thairo,Thairo Estrada,Estrada,8.187179174178686,39,2000,MIN@BAL,BAL,MIN,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-82620:Nick Solak,127566-82620,2B,Nick,Nick Solak,Solak,0.75,4,2000,DET@SD,SD,DET,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-21183:Carlos Perez,127566-21183,C/1B,Carlos,Carlos Perez,Perez,,0,2000,LAA@HOU,HOU,LAA,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-203490:Steward Berroa,127566-203490,OF,Steward,Steward Berroa,Berroa,4.5,2,2000,CWS@MIL,MIL,CWS,IL,Shoulder,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-232173:Justin Dean,127566-232173,OF,Justin,Justin Dean,Dean,0.4903225744924238,31,2000,WSH@CHC,CHC,WSH,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-232218:Tristan Peters,127566-232218,OF,Tristan,Tristan Peters,Peters,0,4,2000,CWS@MIL,CWS,MIL,,,,,0,OF/UTIL
